State,UDISE State Code,Grade,Question Description,Average (%)
Lakshadweep,31,Grade 5,Teachers have responded that the school building needs major repair,36.11111111
Lakshadweep,31,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,5.555555556
Lakshadweep,31,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,11.11111111
Lakshadweep,31,Grade 5,Teachers participated in professional development program,91.66666667
Lakshadweep,31,Grade 5,Teachers have responded that the parents take interest in school activities,91.66666667
Lakshadweep,31,Grade 5,of schools have adequate qualified teaching staff,75
Lakshadweep,31,Grade 5,of schools have adequate supporting staff,38.88888889
Lakshadweep,31,Grade 5,of schools have adequate audio visual resources,41.66666667
Lakshadweep,31,Grade 5,of schools have adequate library resources,44.44444444
Lakshadweep,31,Grade 5,of schools participate in sports activities,100
Lakshadweep,31,Grade 5,Understand the protocols for COVID symptom reporting,100
Lakshadweep,31,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,100
Lakshadweep,31,Grade 5,Know about the school reopening guidelines,100
Lakshadweep,31,Grade 5,I learnt many things:,69
Lakshadweep,31,Grade 5,Experiences During Pandemic,55
Lakshadweep,31,Grade 5,Obstacles to learning in pandemic,27
Lakshadweep,31,Grade 5,No Digital Device at Home,22
Lakshadweep,31,Grade 5,Follow the Covid-19 hygiene protocols,93
Lakshadweep,31,Grade 5,"Experienced worry, anxiety and fear during pandemic",48
Lakshadweep,31,Grade 5,Happy being by myself at home,24
Lakshadweep,31,Grade 8,students like to go to school,98.06747306
Lakshadweep,31,Grade 8,students use home language as medium of instruction in the class,68.21286938
Lakshadweep,31,Grade 8,CWSN students get facilities from school,78.99058173
Lakshadweep,31,Grade 8,"students could understand, what teachers teach in the class",97.31817205
Lakshadweep,31,Grade 8,Students get parental support for their educational achievement,78.0921029
Lakshadweep,31,Grade 8,Teachers have adequate instructional material and supplies,10.44776119
Lakshadweep,31,Grade 8,Teachers have adequate work space,34.32835821
Lakshadweep,31,Grade 8,Teachers say that they are overloaded with the work,8.955223881
Lakshadweep,31,Grade 8,Teachers have responded that the school building needs major repair,52.23880597
Lakshadweep,31,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,10.44776119
Lakshadweep,31,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,20.89552239
Lakshadweep,31,Grade 8,Teachers participated in professional development program,92.53731343
Lakshadweep,31,Grade 8,Teachers have responded that the parents take interest in school activities,97.01492537
Lakshadweep,31,Grade 8,of schools have adequate qualified teaching staff,75
Lakshadweep,31,Grade 8,of schools have adequate supporting staff,38.88888889
Lakshadweep,31,Grade 8,of schools have adequate audio visual resources,41.66666667
Lakshadweep,31,Grade 8,of schools have adequate library resources,44.44444444
Lakshadweep,31,Grade 8,of schools participate in sports activities,100
Lakshadweep,31,Grade 8,Understand the protocols for COVID symptom reporting,100
Lakshadweep,31,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,100
Lakshadweep,31,Grade 8,Know about the school reopening guidelines,97.01492537
Lakshadweep,31,Grade 8,I learnt many things:,26.61195332
Lakshadweep,31,Grade 8,Experiences During Pandemic,69.56866489
Lakshadweep,31,Grade 8,Obstacles to learning in pandemic,97.30720175
Lakshadweep,31,Grade 8,No Digital Device at Home,71.20453678
Lakshadweep,31,Grade 8,Follow the Covid-19 hygiene protocols,72.59898786
Lakshadweep,31,Grade 8,"Experienced worry, anxiety and fear during pandemic",97.7579054
Lakshadweep,31,Grade 8,Happy being by myself at home,81.23151747
Madhya Pradesh,23,Grade 10,students like to go to school,98.322754
Madhya Pradesh,23,Grade 10,students use home language as medium of instruction in the class,84.53442
Madhya Pradesh,23,Grade 10,CWSN students get facilities from school,77.91433
Madhya Pradesh,23,Grade 10,"students could understand, what teachers teach in the class",97.45004
Madhya Pradesh,23,Grade 10,Students get parental support for their educational achievement,83.22065
Madhya Pradesh,23,Grade 10,Teachers have adequate instructional material and supplies,48.438107
Madhya Pradesh,23,Grade 10,Teachers have adequate work space,63.5681
Madhya Pradesh,23,Grade 10,Teachers say that they are overloaded with the work,42.621254
Madhya Pradesh,23,Grade 10,Teachers have responded that the school building needs major repair,18.27191
Madhya Pradesh,23,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,11.61541
Madhya Pradesh,23,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,11.5364685
Madhya Pradesh,23,Grade 10,Teachers participated in professional development program,48.28213
Madhya Pradesh,23,Grade 10,Teachers have responded that the parents take interest in school activities,88.92986
Madhya Pradesh,23,Grade 10,of schools have adequate qualified teaching staff,73.19398
Madhya Pradesh,23,Grade 10,of schools have adequate supporting staff,59.428448
Madhya Pradesh,23,Grade 10,of schools have adequate audio visual resources,38.582592
Madhya Pradesh,23,Grade 10,of schools have adequate library resources,56.580513
Madhya Pradesh,23,Grade 10,of schools participate in sports activities,97.46631
Madhya Pradesh,23,Grade 10,Understand the protocols for COVID symptom reporting,98.984276
Madhya Pradesh,23,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,98.95159
Madhya Pradesh,23,Grade 10,Know about the school reopening guidelines,98.93266
Madhya Pradesh,23,Grade 10,I learnt many things:,68
Madhya Pradesh,23,Grade 10,Experiences During Pandemic,70
Madhya Pradesh,23,Grade 10,Obstacles to learning in pandemic,41
Madhya Pradesh,23,Grade 10,No Digital Device at Home,41
Madhya Pradesh,23,Grade 10,Follow the Covid-19 hygiene protocols,91
Madhya Pradesh,23,Grade 10,"Experienced worry, anxiety and fear during pandemic",48
Madhya Pradesh,23,Grade 10,Happy being by myself at home,49
Madhya Pradesh,23,Grade 3,students like to go to school,98.10833947
Madhya Pradesh,23,Grade 3,students use home language as medium of instruction in the class,88.76340306
Madhya Pradesh,23,Grade 3,CWSN students get facilities from school,83.26869589
Madhya Pradesh,23,Grade 3,"students could understand, what teachers teach in the class",97.13340852
Madhya Pradesh,23,Grade 3,Students get parental support for their educational achievement,84.31910253
Madhya Pradesh,23,Grade 3,Teachers have adequate instructional material and supplies,46.71505677
Madhya Pradesh,23,Grade 3,Teachers have adequate work space,61.15963576
Madhya Pradesh,23,Grade 3,Teachers say that they are overloaded with the work,43.36431227
Madhya Pradesh,23,Grade 3,Teachers have responded that the school building needs major repair,21.04383358
Madhya Pradesh,23,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,14.39464385
Madhya Pradesh,23,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,13.85015802
Madhya Pradesh,23,Grade 3,Teachers participated in professional development program,56.69467787
Madhya Pradesh,23,Grade 3,Teachers have responded that the parents take interest in school activities,89.60773378
Madhya Pradesh,23,Grade 3,of schools have adequate qualified teaching staff,73.19397812
Madhya Pradesh,23,Grade 3,of schools have adequate supporting staff,59.42844772
Madhya Pradesh,23,Grade 3,of schools have adequate audio visual resources,38.58259171
Madhya Pradesh,23,Grade 3,of schools have adequate library resources,56.5805126
Madhya Pradesh,23,Grade 3,of schools participate in sports activities,97.46630728
Madhya Pradesh,23,Grade 3,Understand the protocols for COVID symptom reporting,98.77573734
Madhya Pradesh,23,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,98.83073497
Madhya Pradesh,23,Grade 3,Know about the school reopening guidelines,98.77437326
Madhya Pradesh,23,Grade 3,I learnt many things:,61
Madhya Pradesh,23,Grade 3,Experiences During Pandemic,62
Madhya Pradesh,23,Grade 3,Obstacles to learning in pandemic,50
Madhya Pradesh,23,Grade 3,No Digital Device at Home,50
Madhya Pradesh,23,Grade 3,Follow the Covid-19 hygiene protocols,89
Madhya Pradesh,23,Grade 3,"Experienced worry, anxiety and fear during pandemic",47
Madhya Pradesh,23,Grade 3,Happy being by myself at home,50
Madhya Pradesh,23,Grade 5,students like to go to school,97.61565877
Madhya Pradesh,23,Grade 5,students use home language as medium of instruction in the class,85.42545537
Madhya Pradesh,23,Grade 5,CWSN students get facilities from school,83.11747843
Madhya Pradesh,23,Grade 5,"students could understand, what teachers teach in the class",96.42251091
Madhya Pradesh,23,Grade 5,Students get parental support for their educational achievement,86.53749145
Madhya Pradesh,23,Grade 5,Teachers have adequate instructional material and supplies,47.41877256
Madhya Pradesh,23,Grade 5,Teachers have adequate work space,62.45052177
Madhya Pradesh,23,Grade 5,Teachers say that they are overloaded with the work,43.65765766
Madhya Pradesh,23,Grade 5,Teachers have responded that the school building needs major repair,21.88400576
Madhya Pradesh,23,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,15.97697013
Madhya Pradesh,23,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,13.55535554
Madhya Pradesh,23,Grade 5,Teachers participated in professional development program,58.85961747
Madhya Pradesh,23,Grade 5,Teachers have responded that the parents take interest in school activities,89.96583348
Madhya Pradesh,23,Grade 5,of schools have adequate qualified teaching staff,73.19397812
Madhya Pradesh,23,Grade 5,of schools have adequate supporting staff,59.42844772
Madhya Pradesh,23,Grade 5,of schools have adequate audio visual resources,38.58259171
Madhya Pradesh,23,Grade 5,of schools have adequate library resources,56.5805126
Madhya Pradesh,23,Grade 5,of schools participate in sports activities,97.46630728
Madhya Pradesh,23,Grade 5,Understand the protocols for COVID symptom reporting,98.47369366
Madhya Pradesh,23,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,98.76277569
Madhya Pradesh,23,Grade 5,Know about the school reopening guidelines,98.59913793
Madhya Pradesh,23,Grade 5,I learnt many things:,67
Madhya Pradesh,23,Grade 5,Experiences During Pandemic,68
Madhya Pradesh,23,Grade 5,Obstacles to learning in pandemic,51
Madhya Pradesh,23,Grade 5,No Digital Device at Home,51
Madhya Pradesh,23,Grade 5,Follow the Covid-19 hygiene protocols,90
Madhya Pradesh,23,Grade 5,"Experienced worry, anxiety and fear during pandemic",52
Madhya Pradesh,23,Grade 5,Happy being by myself at home,50
Madhya Pradesh,23,Grade 8,students like to go to school,98.12629617
Madhya Pradesh,23,Grade 8,students use home language as medium of instruction in the class,83.89598911
Madhya Pradesh,23,Grade 8,CWSN students get facilities from school,79.19384035
Madhya Pradesh,23,Grade 8,"students could understand, what teachers teach in the class",96.86839489
Madhya Pradesh,23,Grade 8,Students get parental support for their educational achievement,83.03647626
Madhya Pradesh,23,Grade 8,Teachers have adequate instructional material and supplies,49.83911005
Madhya Pradesh,23,Grade 8,Teachers have adequate work space,65.16069789
Madhya Pradesh,23,Grade 8,Teachers say that they are overloaded with the work,43.00541931
Madhya Pradesh,23,Grade 8,Teachers have responded that the school building needs major repair,18.22940582
Madhya Pradesh,23,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,13.15571888
Madhya Pradesh,23,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,11.78092262
Madhya Pradesh,23,Grade 8,Teachers participated in professional development program,53.4517673
Madhya Pradesh,23,Grade 8,Teachers have responded that the parents take interest in school activities,89.75748668
Madhya Pradesh,23,Grade 8,of schools have adequate qualified teaching staff,73.19397812
Madhya Pradesh,23,Grade 8,of schools have adequate supporting staff,59.42844772
Madhya Pradesh,23,Grade 8,of schools have adequate audio visual resources,38.58259171
Madhya Pradesh,23,Grade 8,of schools have adequate library resources,56.5805126
Madhya Pradesh,23,Grade 8,of schools participate in sports activities,97.46630728
Madhya Pradesh,23,Grade 8,Understand the protocols for COVID symptom reporting,98.5407489
Madhya Pradesh,23,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,98.79805487
Madhya Pradesh,23,Grade 8,Know about the school reopening guidelines,98.84255006
Madhya Pradesh,23,Grade 8,I learnt many things:,43.33272342
Madhya Pradesh,23,Grade 8,Experiences During Pandemic,62.69428479
Madhya Pradesh,23,Grade 8,Obstacles to learning in pandemic,98.04667544
Madhya Pradesh,23,Grade 8,No Digital Device at Home,83.58961566
Madhya Pradesh,23,Grade 8,Follow the Covid-19 hygiene protocols,79.93780203
Madhya Pradesh,23,Grade 8,"Experienced worry, anxiety and fear during pandemic",96.79224454
Madhya Pradesh,23,Grade 8,Happy being by myself at home,83.85457969
Maharashtra,27,Grade 10,students like to go to school,98.274086
Maharashtra,27,Grade 10,students use home language as medium of instruction in the class,80.4134
Maharashtra,27,Grade 10,CWSN students get facilities from school,84.219925
Maharashtra,27,Grade 10,"students could understand, what teachers teach in the class",97.79494
Maharashtra,27,Grade 10,Students get parental support for their educational achievement,83.8118
Maharashtra,27,Grade 10,Teachers have adequate instructional material and supplies,33.1536
Maharashtra,27,Grade 10,Teachers have adequate work space,71.39223
Maharashtra,27,Grade 10,Teachers say that they are overloaded with the work,26.873028
Maharashtra,27,Grade 10,Teachers have responded that the school building needs major repair,11.559803
Maharashtra,27,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,5.553416
Maharashtra,27,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,7.5383077
Maharashtra,27,Grade 10,Teachers participated in professional development program,57.01782
Maharashtra,27,Grade 10,Teachers have responded that the parents take interest in school activities,88.114845
Maharashtra,27,Grade 10,of schools have adequate qualified teaching staff,90.55293
Maharashtra,27,Grade 10,of schools have adequate supporting staff,64.92423
Maharashtra,27,Grade 10,of schools have adequate audio visual resources,59.33685
Maharashtra,27,Grade 10,of schools have adequate library resources,48.480644
Maharashtra,27,Grade 10,of schools participate in sports activities,97.96427
Maharashtra,27,Grade 10,Understand the protocols for COVID symptom reporting,99.12112
Maharashtra,27,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,99.17508
Maharashtra,27,Grade 10,Know about the school reopening guidelines,98.51737
Maharashtra,27,Grade 10,I learnt many things:,72
Maharashtra,27,Grade 10,Experiences During Pandemic,70
Maharashtra,27,Grade 10,Obstacles to learning in pandemic,32
Maharashtra,27,Grade 10,No Digital Device at Home,32
Maharashtra,27,Grade 10,Follow the Covid-19 hygiene protocols,91
Maharashtra,27,Grade 10,"Experienced worry, anxiety and fear during pandemic",54
Maharashtra,27,Grade 10,Happy being by myself at home,41
Maharashtra,27,Grade 3,students like to go to school,98.97913503
Maharashtra,27,Grade 3,students use home language as medium of instruction in the class,85.29301662
Maharashtra,27,Grade 3,CWSN students get facilities from school,84.10001189
Maharashtra,27,Grade 3,"students could understand, what teachers teach in the class",98.06848273
Maharashtra,27,Grade 3,Students get parental support for their educational achievement,86.44347725
Maharashtra,27,Grade 3,Teachers have adequate instructional material and supplies,40.537514
Maharashtra,27,Grade 3,Teachers have adequate work space,73.79156189
Maharashtra,27,Grade 3,Teachers say that they are overloaded with the work,33.05392568
Maharashtra,27,Grade 3,Teachers have responded that the school building needs major repair,12.40916713
Maharashtra,27,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,6.229050279
Maharashtra,27,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,6.071628428
Maharashtra,27,Grade 3,Teachers participated in professional development program,60.26508742
Maharashtra,27,Grade 3,Teachers have responded that the parents take interest in school activities,92.00894104
Maharashtra,27,Grade 3,of schools have adequate qualified teaching staff,90.55293137
Maharashtra,27,Grade 3,of schools have adequate supporting staff,64.92423189
Maharashtra,27,Grade 3,of schools have adequate audio visual resources,59.33684795
Maharashtra,27,Grade 3,of schools have adequate library resources,48.48064382
Maharashtra,27,Grade 3,of schools participate in sports activities,97.96427088
Maharashtra,27,Grade 3,Understand the protocols for COVID symptom reporting,98.09896561
Maharashtra,27,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,97.89739277
Maharashtra,27,Grade 3,Know about the school reopening guidelines,95.43545225
Maharashtra,27,Grade 3,I learnt many things:,69
Maharashtra,27,Grade 3,Experiences During Pandemic,62
Maharashtra,27,Grade 3,Obstacles to learning in pandemic,38
Maharashtra,27,Grade 3,No Digital Device at Home,38
Maharashtra,27,Grade 3,Follow the Covid-19 hygiene protocols,91
Maharashtra,27,Grade 3,"Experienced worry, anxiety and fear during pandemic",52
Maharashtra,27,Grade 3,Happy being by myself at home,42
Maharashtra,27,Grade 5,students like to go to school,98.40149006
Maharashtra,27,Grade 5,students use home language as medium of instruction in the class,81.7521772
Maharashtra,27,Grade 5,CWSN students get facilities from school,86.02182524
Maharashtra,27,Grade 5,"students could understand, what teachers teach in the class",97.57236232
Maharashtra,27,Grade 5,Students get parental support for their educational achievement,84.98524004
Maharashtra,27,Grade 5,Teachers have adequate instructional material and supplies,37.04721459
Maharashtra,27,Grade 5,Teachers have adequate work space,71.56764853
Maharashtra,27,Grade 5,Teachers say that they are overloaded with the work,27.67389678
Maharashtra,27,Grade 5,Teachers have responded that the school building needs major repair,11.36023916
Maharashtra,27,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,5.01497006
Maharashtra,27,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,7.027161724
Maharashtra,27,Grade 5,Teachers participated in professional development program,58.90203979
Maharashtra,27,Grade 5,Teachers have responded that the parents take interest in school activities,91.09231152
Maharashtra,27,Grade 5,of schools have adequate qualified teaching staff,90.55293137
Maharashtra,27,Grade 5,of schools have adequate supporting staff,64.92423189
Maharashtra,27,Grade 5,of schools have adequate audio visual resources,59.33684795
Maharashtra,27,Grade 5,of schools have adequate library resources,48.48064382
Maharashtra,27,Grade 5,of schools participate in sports activities,97.96427088
Maharashtra,27,Grade 5,Understand the protocols for COVID symptom reporting,98.55577689
Maharashtra,27,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,98.78018422
Maharashtra,27,Grade 5,Know about the school reopening guidelines,97.5834579
Maharashtra,27,Grade 5,I learnt many things:,72
Maharashtra,27,Grade 5,Experiences During Pandemic,67
Maharashtra,27,Grade 5,Obstacles to learning in pandemic,39
Maharashtra,27,Grade 5,No Digital Device at Home,39
Maharashtra,27,Grade 5,Follow the Covid-19 hygiene protocols,91
Maharashtra,27,Grade 5,"Experienced worry, anxiety and fear during pandemic",55
Maharashtra,27,Grade 5,Happy being by myself at home,40
Maharashtra,27,Grade 8,students like to go to school,98.00910817
Maharashtra,27,Grade 8,students use home language as medium of instruction in the class,79.34226845
Maharashtra,27,Grade 8,CWSN students get facilities from school,81.8819807
Maharashtra,27,Grade 8,"students could understand, what teachers teach in the class",97.60483956
Maharashtra,27,Grade 8,Students get parental support for their educational achievement,83.47305748
Maharashtra,27,Grade 8,Teachers have adequate instructional material and supplies,35.07998359
Maharashtra,27,Grade 8,Teachers have adequate work space,72.05580632
Maharashtra,27,Grade 8,Teachers say that they are overloaded with the work,25.92060724
Maharashtra,27,Grade 8,Teachers have responded that the school building needs major repair,12.13208902
Maharashtra,27,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,5.905269633
Maharashtra,27,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,7.885561936
Maharashtra,27,Grade 8,Teachers participated in professional development program,58.4382092
Maharashtra,27,Grade 8,Teachers have responded that the parents take interest in school activities,89.09612626
Maharashtra,27,Grade 8,of schools have adequate qualified teaching staff,90.55293137
Maharashtra,27,Grade 8,of schools have adequate supporting staff,64.92423189
Maharashtra,27,Grade 8,of schools have adequate audio visual resources,59.33684795
Maharashtra,27,Grade 8,of schools have adequate library resources,48.48064382
Maharashtra,27,Grade 8,of schools participate in sports activities,97.96427088
Maharashtra,27,Grade 8,Understand the protocols for COVID symptom reporting,99.09882232
Maharashtra,27,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,99.22155075
Maharashtra,27,Grade 8,Know about the school reopening guidelines,98.04243108
Maharashtra,27,Grade 8,I learnt many things:,35.36865323
Maharashtra,27,Grade 8,Experiences During Pandemic,62.65381461
Maharashtra,27,Grade 8,Obstacles to learning in pandemic,98.04939873
Maharashtra,27,Grade 8,No Digital Device at Home,79.51658249
Maharashtra,27,Grade 8,Follow the Covid-19 hygiene protocols,81.7896367
Maharashtra,27,Grade 8,"Experienced worry, anxiety and fear during pandemic",97.63432303
Maharashtra,27,Grade 8,Happy being by myself at home,83.5572039
Manipur,14,Grade 10,students like to go to school,97.75709
Manipur,14,Grade 10,students use home language as medium of instruction in the class,76.878716
Manipur,14,Grade 10,CWSN students get facilities from school,76.241714
Manipur,14,Grade 10,"students could understand, what teachers teach in the class",97.68426
Manipur,14,Grade 10,Students get parental support for their educational achievement,83.4595
Manipur,14,Grade 10,Teachers have adequate instructional material and supplies,18.496885
Manipur,14,Grade 10,Teachers have adequate work space,33.59284
Manipur,14,Grade 10,Teachers say that they are overloaded with the work,23.474543
Manipur,14,Grade 10,Teachers have responded that the school building needs major repair,36.324787
Manipur,14,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,34.640778
Manipur,14,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,36.406067
Manipur,14,Grade 10,Teachers participated in professional development program,53.81917
Manipur,14,Grade 10,Teachers have responded that the parents take interest in school activities,85.497665
Manipur,14,Grade 10,of schools have adequate qualified teaching staff,55.555557
Manipur,14,Grade 10,of schools have adequate supporting staff,42.479824
Manipur,14,Grade 10,of schools have adequate audio visual resources,16.27219
Manipur,14,Grade 10,of schools have adequate library resources,21.00221
Manipur,14,Grade 10,of schools participate in sports activities,93.387215
Manipur,14,Grade 10,Understand the protocols for COVID symptom reporting,96.61874
Manipur,14,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,97.2028
Manipur,14,Grade 10,Know about the school reopening guidelines,96.77294
Manipur,14,Grade 10,I learnt many things:,65
Manipur,14,Grade 10,Experiences During Pandemic,67
Manipur,14,Grade 10,Obstacles to learning in pandemic,32
Manipur,14,Grade 10,No Digital Device at Home,31
Manipur,14,Grade 10,Follow the Covid-19 hygiene protocols,90
Manipur,14,Grade 10,"Experienced worry, anxiety and fear during pandemic",57
Manipur,14,Grade 10,Happy being by myself at home,53
Manipur,14,Grade 3,students like to go to school,97.52117223
Manipur,14,Grade 3,students use home language as medium of instruction in the class,79.29866902
Manipur,14,Grade 3,CWSN students get facilities from school,77.76545393
Manipur,14,Grade 3,"students could understand, what teachers teach in the class",96.6662033
Manipur,14,Grade 3,Students get parental support for their educational achievement,87.03487755
Manipur,14,Grade 3,Teachers have adequate instructional material and supplies,13.60946746
Manipur,14,Grade 3,Teachers have adequate work space,23.03149606
Manipur,14,Grade 3,Teachers say that they are overloaded with the work,24.93421053
Manipur,14,Grade 3,Teachers have responded that the school building needs major repair,51.27868852
Manipur,14,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,45.52631579
Manipur,14,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,49.11591356
Manipur,14,Grade 3,Teachers participated in professional development program,59.26412615
Manipur,14,Grade 3,Teachers have responded that the parents take interest in school activities,88.26229508
Manipur,14,Grade 3,of schools have adequate qualified teaching staff,55.55555556
Manipur,14,Grade 3,of schools have adequate supporting staff,42.47982392
Manipur,14,Grade 3,of schools have adequate audio visual resources,16.27218935
Manipur,14,Grade 3,of schools have adequate library resources,21.00221076
Manipur,14,Grade 3,of schools participate in sports activities,93.38721528
Manipur,14,Grade 3,Understand the protocols for COVID symptom reporting,95.21938441
Manipur,14,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,95.60943644
Manipur,14,Grade 3,Know about the school reopening guidelines,92.65091864
Manipur,14,Grade 3,I learnt many things:,59
Manipur,14,Grade 3,Experiences During Pandemic,57
Manipur,14,Grade 3,Obstacles to learning in pandemic,41
Manipur,14,Grade 3,No Digital Device at Home,43
Manipur,14,Grade 3,Follow the Covid-19 hygiene protocols,86
Manipur,14,Grade 3,"Experienced worry, anxiety and fear during pandemic",38
Manipur,14,Grade 3,Happy being by myself at home,40
Manipur,14,Grade 5,students like to go to school,97.76325636
Manipur,14,Grade 5,students use home language as medium of instruction in the class,79.43770386
Manipur,14,Grade 5,CWSN students get facilities from school,80.33496502
Manipur,14,Grade 5,"students could understand, what teachers teach in the class",96.57982362
Manipur,14,Grade 5,Students get parental support for their educational achievement,84.579356
Manipur,14,Grade 5,Teachers have adequate instructional material and supplies,13.21455085
Manipur,14,Grade 5,Teachers have adequate work space,22.37136465
Manipur,14,Grade 5,Teachers say that they are overloaded with the work,22.5950783
Manipur,14,Grade 5,Teachers have responded that the school building needs major repair,49.70282318
Manipur,14,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,42.49628529
Manipur,14,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,48.13988095
Manipur,14,Grade 5,Teachers participated in professional development program,54.42379182
Manipur,14,Grade 5,Teachers have responded that the parents take interest in school activities,87.22139673
Manipur,14,Grade 5,of schools have adequate qualified teaching staff,55.55555556
Manipur,14,Grade 5,of schools have adequate supporting staff,42.47982392
Manipur,14,Grade 5,of schools have adequate audio visual resources,16.27218935
Manipur,14,Grade 5,of schools have adequate library resources,21.00221076
Manipur,14,Grade 5,of schools participate in sports activities,93.38721528
Manipur,14,Grade 5,Understand the protocols for COVID symptom reporting,93.03703704
Manipur,14,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,94.94423792
Manipur,14,Grade 5,Know about the school reopening guidelines,93.37304542
Manipur,14,Grade 5,I learnt many things:,61
Manipur,14,Grade 5,Experiences During Pandemic,60
Manipur,14,Grade 5,Obstacles to learning in pandemic,39
Manipur,14,Grade 5,No Digital Device at Home,41
Manipur,14,Grade 5,Follow the Covid-19 hygiene protocols,86
Manipur,14,Grade 5,"Experienced worry, anxiety and fear during pandemic",44
Manipur,14,Grade 5,Happy being by myself at home,42
Manipur,14,Grade 8,students like to go to school,97.72918062
Manipur,14,Grade 8,students use home language as medium of instruction in the class,75.92356958
Manipur,14,Grade 8,CWSN students get facilities from school,78.09895603
Manipur,14,Grade 8,"students could understand, what teachers teach in the class",97.37079819
Manipur,14,Grade 8,Students get parental support for their educational achievement,83.41046685
Manipur,14,Grade 8,Teachers have adequate instructional material and supplies,17.22222222
Manipur,14,Grade 8,Teachers have adequate work space,27.92485056
Manipur,14,Grade 8,Teachers say that they are overloaded with the work,21.13821138
Manipur,14,Grade 8,Teachers have responded that the school building needs major repair,42.91204099
Manipur,14,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,39.21401111
Manipur,14,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,38.97216274
Manipur,14,Grade 8,Teachers participated in professional development program,54.21841542
Manipur,14,Grade 8,Teachers have responded that the parents take interest in school activities,85.38461538
Manipur,14,Grade 8,of schools have adequate qualified teaching staff,55.55555556
Manipur,14,Grade 8,of schools have adequate supporting staff,42.47982392
Manipur,14,Grade 8,of schools have adequate audio visual resources,16.27218935
Manipur,14,Grade 8,of schools have adequate library resources,21.00221076
Manipur,14,Grade 8,of schools participate in sports activities,93.38721528
Manipur,14,Grade 8,Understand the protocols for COVID symptom reporting,95.89918838
Manipur,14,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,96.02224123
Manipur,14,Grade 8,Know about the school reopening guidelines,95.46232877
Manipur,14,Grade 8,I learnt many things:,30.71906168
Manipur,14,Grade 8,Experiences During Pandemic,68.74625537
Manipur,14,Grade 8,Obstacles to learning in pandemic,97.87133444
Manipur,14,Grade 8,No Digital Device at Home,75.52743343
Manipur,14,Grade 8,Follow the Covid-19 hygiene protocols,77.14111392
Manipur,14,Grade 8,"Experienced worry, anxiety and fear during pandemic",97.50384602
Manipur,14,Grade 8,Happy being by myself at home,83.17953212
Meghalaya,17,Grade 10,students like to go to school,96.753
Meghalaya,17,Grade 10,students use home language as medium of instruction in the class,63.622272
Meghalaya,17,Grade 10,CWSN students get facilities from school,71.49982
Meghalaya,17,Grade 10,"students could understand, what teachers teach in the class",95.32378
Meghalaya,17,Grade 10,Students get parental support for their educational achievement,79.29508
Meghalaya,17,Grade 10,Teachers have adequate instructional material and supplies,11.696141
Meghalaya,17,Grade 10,Teachers have adequate work space,26.926165
Meghalaya,17,Grade 10,Teachers say that they are overloaded with the work,17.623444
Meghalaya,17,Grade 10,Teachers have responded that the school building needs major repair,42.776886
Meghalaya,17,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,44.101124
Meghalaya,17,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,38.77059
Meghalaya,17,Grade 10,Teachers participated in professional development program,39.331722
