State;Grade;Subject;National Average;Question;State Average;Subject Code
Chhattisgarh;Grade 5;Mathematics;40.81815671;Estimates the volume of a solid body in known units.;31.51655593;M513
Chhattisgarh;Grade 5;Mathematics;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;34.20803363;M514
Chhattisgarh;Grade 5;Mathematics;45.86787489;Identifies the pattern in triangular numbers and square number;38.5278455;M515
Chhattisgarh;Grade 5;Mathematics;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;36.83518373;M516
Chhattisgarh;Grade 5;EVS;50.14524069;Identifies relationship with and among family members in extended family;40.59905018;EVS403
Chhattisgarh;Grade 5;EVS;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;43.76024066;EVS410
Chhattisgarh;Grade 5;EVS;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;38.47579956;EVS501
Chhattisgarh;Grade 5;EVS;50.13567716;Describes the interdependence among animals, plants and humans;41.92975945;EVS503
Chhattisgarh;Grade 5;EVS;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);39.47088696;EVS504
Chhattisgarh;Grade 5;EVS;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);39.7352789;EVS505
Chhattisgarh;Grade 5;EVS;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;45.11411975;EVS506
Chhattisgarh;Grade 5;EVS;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;42.22483355;EVS507
Chhattisgarh;Grade 5;EVS;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;43.98321905;EVS508
Chhattisgarh;Grade 5;EVS;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;47.3631795;EVS509
Chhattisgarh;Grade 5;EVS;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;36.40545991;EVS510
Chhattisgarh;Grade 5;EVS;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;45.12176516;EVS512
Chhattisgarh;Grade 5;EVS;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;30.26332172;EVS513
Chhattisgarh;Grade 8;Language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;50.30544365;L813
Chhattisgarh;Grade 8;Mathematics;49.36112431;Solves problems involving large numbers by applying appropriate operations;40.50137738;M601
Chhattisgarh;Grade 8;Mathematics;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;37.29031815;M606
Chhattisgarh;Grade 8;Mathematics;28.73591711;Finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.;25.01358977;M620
Chhattisgarh;Grade 8;Mathematics;40.79030337;Arranges given/collected information in the form of table, pictograph and bar graph and interprets them;35.21952407;M621
Chhattisgarh;Grade 8;Mathematics;34.17930695;Interprets the division and multiplication of fractions;23.42989664;M702
Chhattisgarh;Grade 8;Mathematics;22.99285869;Solves problems related to daily life situations involving rational numbers;15.66871606;M705
Chhattisgarh;Grade 8;Mathematics;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;21.10878526;M706
Chhattisgarh;Grade 8;Mathematics;37.85720974;Adds/subtracts algebraic expressions;30.93425346;M707
Chhattisgarh;Grade 8;Mathematics;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;24.46132394;M710
Chhattisgarh;Grade 8;Mathematics;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;30.79023858;M717
Chhattisgarh;Grade 8;Mathematics;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;37.35671255;M719
Chhattisgarh;Grade 8;Mathematics;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;30.22117646;M721
Chhattisgarh;Grade 8;Mathematics;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;26.56009107;M801
Chhattisgarh;Grade 8;Mathematics;39.69694416;Finds rational numbers between two given rational numbers;32.74426169;M802
Chhattisgarh;Grade 8;Mathematics;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;34.9410009;M803
Chhattisgarh;Grade 8;Mathematics;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;25.93328242;M804
Chhattisgarh;Grade 8;Mathematics;42.22910329;uses various algebric identities in solving problem of daily life.;33.22684452;M808
Chhattisgarh;Grade 8;Mathematics;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;35.97363331;M812
Chhattisgarh;Grade 8;Mathematics;30.49771775;Find surface area and volume of cuboidal and cylindrical object;29.6240736;M818
Chhattisgarh;Grade 8;Mathematics;29.72837381;Draws and interprets bar charts and pie charts;24.49200026;M819
Chhattisgarh;Grade 8;Science;38.6624294;Classifies materials and organisms based on properties/characteristics;34.89846572;SCI703
Chhattisgarh;Grade 8;Science;37.07110679;Conducts simple investigation to seek answers to queries;31.30030233;SCI704
Chhattisgarh;Grade 8;Science;44.69084783;Relates processes and phenomenon with causes;43.65133161;SCI705
Chhattisgarh;Grade 8;Science;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";38.58200216;SCI708
Chhattisgarh;Grade 8;Science;35.44045265;Plots and interprets graphs;32.19445835;SCI710
Chhattisgarh;Grade 8;Science;26.33601219;Constructs models using materials from surroundings and explains their working;22.89939591;SCI711
Chhattisgarh;Grade 8;Science;46.11448868;Differentiates materials, organism and processes;42.56620034;SCI801
Chhattisgarh;Grade 8;Science;33.95429397;Relates processes and phenomenon with causes;29.95349457;SCI804
Chhattisgarh;Grade 8;Science;35.64002396;Explains processes and phenomenon;32.47249573;SCI805
Chhattisgarh;Grade 8;Science;33.72744696;Measures angles of incidence and reflection, etc.;32.20877273;SCI807
Chhattisgarh;Grade 8;Science;44.6740778;Applies learning of scientific concepts in day-to-day life;42.62061342;SCI811
Chhattisgarh;Grade 8;Science;43.70258064;Makes efforts to protect environment;42.35404373;SCI813
Chhattisgarh;Grade 8;Social Studies;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;35.65791475;SST605
Chhattisgarh;Grade 8;Social Studies;26.31341968;Locates important historical sites, places on an outline map of India.;23.13412457;SST610
Chhattisgarh;Grade 8;Social Studies;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;36.45694911;SST625
Chhattisgarh;Grade 8;Social Studies;46.21675658;Explains preventive actions to be undertaken in the event of disasters;40.48066968;SST703
Chhattisgarh;Grade 8;Social Studies;43.90557534;Describes formation of landforms due to various factors;36.42683897;SST704
Chhattisgarh;Grade 8;Social Studies;39.38328158;Explains the significance of equality in democracy;36.8248871;SST722
Chhattisgarh;Grade 8;Social Studies;41.68680835;Describes the process of election to the legislative assembly;40.67586013;SST726
Chhattisgarh;Grade 8;Social Studies;56.08979533;Explains the functioning of media with appropriate examples from newspapers;54.77467773;SST731
Chhattisgarh;Grade 8;Social Studies;38.287391;Differentiates between different kinds of markets;35.16475258;SST733
Chhattisgarh;Grade 8;Social Studies;40.68413325;Traces how goods travel through various market places;37.57731025;SST734
Chhattisgarh;Grade 8;Social Studies;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;35.17155475;SST802
Chhattisgarh;Grade 8;Social Studies;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;26.13627973;SST805
Chhattisgarh;Grade 8;Social Studies;37.39117524;Justifies judicious use of natural resources;36.06372884;SST807
Chhattisgarh;Grade 8;Social Studies;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;32.1832268;SST809
Chhattisgarh;Grade 8;Social Studies;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;26.07139226;SST810
Chhattisgarh;Grade 8;Social Studies;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;30.17590271;SST815
Chhattisgarh;Grade 8;Social Studies;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;21.6809148;SST816
Chhattisgarh;Grade 8;Social Studies;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;37.11136045;SST818
Chhattisgarh;Grade 8;Social Studies;29.15540248;Applies the knowledge of the Fundamental Rights to find out about their violation. protection and promotion in a given situation;25.40792159;SST823
Chhattisgarh;Grade 8;Social Studies;35.89976149;Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act);29.19632718;SST827
Chhattisgarh;Grade 8;Social Studies;36.59235573;Identifies the role of Government in providing public facilities such as water, sanitation, road, electricity etc, and recognizes their availability;37.44717493;SST831
Chhattisgarh;Grade 8;Social Studies;60.53447082;Draws bar diagram to show population of different countries/India/states;56.7805355;SST833
Chhattisgarh;Grade 10;English;43.18472;Reads, comprehends and responds to complex texts independently.;35.85526;E1007
Chhattisgarh;Grade 10;Modern Indian Language;41.25734;पाठ्यवस्तु में शामिल रचनाओं के अतिरिक्‍त अन्य कविता, कहानी,एकांकी को पढ़ते-लिखते और मंचन करते हैं।;40.54542;MIL1011
Chhattisgarh;Grade 10;Mathematics;39.640007;Generalises properties of numbers and relations among them studied earlier to evolve results, such as, Euclid’s division algorithm, Fundamental Theorem of Arithmetic and applies them to solve problems related to real life contexts.;31.232716;M1001
Chhattisgarh;Grade 10;Mathematics;32.196224;Develops a relationship between algebraic and graphical methods of finding the zeroes of a polynomial.;28.215336;M1002
Chhattisgarh;Grade 10;Mathematics;30.136347;Finds solutions of pairs of linear equations in two variables using graphical and different algebraic methods.;23.885456;M1003
Chhattisgarh;Grade 10;Mathematics;36.399822;Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.;31.564642;M1004
Chhattisgarh;Grade 10;Mathematics;36.75047;Develops strategies to apply the concept of A.P. to daily life situations. Works out ways to differentiate between congruent and similar figures.;29.281796;M1005
Chhattisgarh;Grade 10;Mathematics;31.94823;Establishes properties for similarity of two triangles logically using different geometric criteria established earlier such as, Basic Proportionality Theorem, etc.;27.000034;M1006
Chhattisgarh;Grade 10;Mathematics;28.170973;"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.";24.48246;M1007
Chhattisgarh;Grade 10;Mathematics;32.813667;Determines all trigonometric ratios with respect to a given acute angle (of a right triangle) and uses them in solving problems in daily life contexts like finding heights of different structures or distance from them.;27.812807;M1008
Chhattisgarh;Grade 10;Mathematics;36.4026;Derives proofs of theorems related to the tangents of circles.;28.811264;M1009
Chhattisgarh;Grade 10;Mathematics;20.765802;Examines the steps of geometrical constructions and reason out each step;18.388613;M1010
Chhattisgarh;Grade 10;Mathematics;35.30695;Finds surface areas and volumes of objects in the surroundings by visualising them as a combination of different solids like cylinder and a cone, cylinder and a hemisphere, combination of different cubes, etc.;31.649462;M1011
Chhattisgarh;Grade 10;Mathematics;27.297476;Calculates mean, median and mode for different sets of data related with real life contexts.;24.272543;M1012
Chhattisgarh;Grade 10;Science;37.17107;Differentiates materials, objects, organisms, phenomena, and processes, based on, properties and characteristics.;33.393623;SCI1001
Chhattisgarh;Grade 10;Science;36.145523;Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.;32.304462;SCI1002
Chhattisgarh;Grade 10;Science;40.16393;Relates processes and phenomena with causes and effects;35.453636;SCI1003
Chhattisgarh;Grade 10;Science;35.628475;Explains processes and phenomena.;31.564707;SCI1004
Chhattisgarh;Grade 10;Science;29.918556;Analyses and interprets data, graphs, and figures;28.220354;SCI1005
Chhattisgarh;Grade 10;Science;28.238886;Calculates using the data given;25.163364;SCI1006
Chhattisgarh;Grade 10;Science;37.598038;Uses scientific conventions to represent units of various quantities, symbols, formulae, and equations.;31.148333;SCI1007
Chhattisgarh;Grade 10;Science;32.583794;Applies learning to hypothetical situations;26.952822;SCI1008
Chhattisgarh;Grade 10;Science;36.140385;Applies scientific concepts in daily life and solving problems;33.987526;SCI1009
Chhattisgarh;Grade 10;Science;28.161814;Derives formulae, equations, and laws;25.268946;SCI1010
Chhattisgarh;Grade 10;Social Studies;33.983433;Recognises and retrieves facts, figures, and narrate processes.;30.461258;SST1001
Chhattisgarh;Grade 10;Social Studies;36.572113;Classifies and compares events, facts, data, and figures.;29.42715;SST1002
Chhattisgarh;Grade 10;Social Studies;35.907436;Explains cause and effect relationship between phenomena, events, and their occurrence.;31.540106;SST1003
Chhattisgarh;Grade 10;Social Studies;33.303093;Analyses and evaluates information.;29.694996;SST1004
Chhattisgarh;Grade 10;Social Studies;41.890568;Interprets.;37.601032;SST1005
Chhattisgarh;Grade 10;Social Studies;27.184587;Draws interlinkages within Social Science.;27.258884;SST1006
Chhattisgarh;Grade 10;Social Studies;51.316265;Identifies assumptions, biases, prejudices, or stereotypes about various aspects.;46.342632;SST1007
Chhattisgarh;Grade 10;Social Studies;45.048756;Demonstrates inquisitiveness, enquiry.;42.285;SST1008
Chhattisgarh;Grade 10;Social Studies;28.27952;Constructs views, arguments, and ideas on the basis of collected or given information.;23.852158;SST1009
Chhattisgarh;Grade 10;Social Studies;35.440754;Extrapolates and predicts events and phenomena.;29.311956;SST1010
Chhattisgarh;Grade 10;Social Studies;44.899364;Illustrates decision making/problem solving skills.;41.138878;SST1011
Chhattisgarh;Grade 10;Social Studies;37.20472;Shows sensitivity and appreciation skills.;33.59775;SST1012
Madhya Pradesh;Grade 3;Language;63.63026186;Reads small texts with comprehension i.e., identifies main ideas, details,sequence and draws conclusions;67.5396471;L304
Madhya Pradesh;Grade 3;Language;58.37958018;Reads printed scripts on the classroom walls: poems, posters, charts etc.;61.84481276;L312
Madhya Pradesh;Grade 3;Mathematics;44.86014936;Reads and writes numbers up to 999 using place value;45.86359198;M301
Madhya Pradesh;Grade 3;Mathematics;69.59105659;Compares numbers up to 999 based on their place values;74.2821731;M302
Madhya Pradesh;Grade 3;Mathematics;53.09433594;Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping;57.11145737;M303
Madhya Pradesh;Grade 3;Mathematics;61.36625068;Constructs and uses the multiplication facts (up till 10) in daily life situations;65.86280679;M304
Madhya Pradesh;Grade 3;Mathematics;52.62719893;Analyses and applies an appropriate number operation in the situation/ context;56.17458811;M305
Madhya Pradesh;Grade 3;Mathematics;47.12859715;Explains the meaning of division facts by equal grouping/sharing and finds it by repeated subtraction;50.27683573;M306
Madhya Pradesh;Grade 3;Mathematics;43.42736751;Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.;41.16611091;M309
Madhya Pradesh;Grade 3;Mathematics;55.87288305;Fills a given region leaving no gaps using a tile of a given shape;60.89547907;M311
Madhya Pradesh;Grade 3;Mathematics;50.42683159;Estimates and measures length and distance using standard units like centimeters or meters & identifies relationships;53.54304235;M312
Madhya Pradesh;Grade 3;Mathematics;71.18972678;Reads the time correctly to the hour using a clock/watch;77.95867086;M317
Madhya Pradesh;Grade 3;Mathematics;56.32346284;Extends patterns in simple shapes and numbers;60.86409269;M318
Madhya Pradesh;Grade 3;Mathematics;52.83858721;Records data using tally marks, represents pictorially and draws;57.47149709;M319
Madhya Pradesh;Grade 3;EVS;61.58180576;Identifies simple features (e.g. movement, at places found/ kept, eating habits, sounds) of animals and birds in the immediate surroundings.;64.45158547;EVS302
Madhya Pradesh;Grade 3;EVS;51.2573532;Identifies relationships with and among family members;53.48863228;EVS303
Madhya Pradesh;Grade 3;EVS;65.20640349;Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods;68.55870208;EVS304
Madhya Pradesh;Grade 3;EVS;52.05501548;Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.;55.01128812;EVS305
Madhya Pradesh;Grade 3;EVS;63.03021748;Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features);68.93826041;EVS307
Madhya Pradesh;Grade 3;EVS;65.92871657;Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally;70.4811797;EVS309
Madhya Pradesh;Grade 3;EVS;67.30950727;Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units;72.01986893;EVS310
Madhya Pradesh;Grade 3;EVS;53.9116383;Records observations, experiences, information on objects/activities/places visited in different ways and predicts patterns etc;59.22126017;EVS311
Madhya Pradesh;Grade 3;EVS;42.74752998;Observes rules in games (local, indoor, outdoor);46.30749091;EVS313
Madhya Pradesh;Grade 3;EVS;62.992927;Voices opinion on good/bad touch , stereotypes for tasks/play/food in family w.r.t gender, misuse/wastage of food and water in family and school.;67.91230092;EVS314
Madhya Pradesh;Grade 5;Language;55.19833154;Reads text with comprehension, locates details and sequence of events;58.77528904;L508
Madhya Pradesh;Grade 5;Mathematics;44.80937633;Applies operations of numbers in daily life situations;47.53095405;M401
Madhya Pradesh;Grade 5;Mathematics;35.91642014;Explores the area and perimeter of simple geometrical shapes (triangle, rectangle, square) in terms of given shape as a unit;39.14630787;M412
Madhya Pradesh;Grade 5;Mathematics;47.38427343;Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction;52.05784027;M418
Madhya Pradesh;Grade 5;Mathematics;41.97566973;Represent the collected information in tables and bar graphs and draws inferences from these;47.8181895;M421
Madhya Pradesh;Grade 5;Mathematics;55.23289532;Reads and writes numbers bigger than 1000 being used in her/his surroundings;58.8270682;M501
Madhya Pradesh;Grade 5;Mathematics;45.75788074;Estimates sum, difference, product and quotient of numbers and verifies the same using different strategies like using standard algorithms or breaking a number and then using operation;48.82521481;M504
Madhya Pradesh;Grade 5;Mathematics;54.99199454;Finds the number corresponding to part of a collection;60.40916897;M505
Madhya Pradesh;Grade 5;Mathematics;38.21900005;Identifies and forms equivalent fractions of a given fraction;42.32911744;M506
Madhya Pradesh;Grade 5;Mathematics;42.81734551;Converts fractions into decimals and vice versa;48.69830787;M508
Madhya Pradesh;Grade 5;Mathematics;47.78604298;Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing;57.79059558;M509
Madhya Pradesh;Grade 5;Mathematics;37.85880312;Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa;40.82854358;M512
Madhya Pradesh;Grade 5;Mathematics;40.81815671;Estimates the volume of a solid body in known units.;45.48554385;M513
Madhya Pradesh;Grade 5;Mathematics;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;50.80173678;M514
Madhya Pradesh;Grade 5;Mathematics;45.86787489;Identifies the pattern in triangular numbers and square number;50.48354866;M515
Madhya Pradesh;Grade 5;Mathematics;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;49.95844263;M516
Madhya Pradesh;Grade 5;EVS;50.14524069;Identifies relationship with and among family members in extended family;53.09367955;EVS403
Madhya Pradesh;Grade 5;EVS;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;55.81140113;EVS410
Madhya Pradesh;Grade 5;EVS;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;50.95279937;EVS501
Madhya Pradesh;Grade 5;EVS;50.13567716;Describes the interdependence among animals, plants and humans;53.76124309;EVS503
Madhya Pradesh;Grade 5;EVS;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);52.88200543;EVS504
Madhya Pradesh;Grade 5;EVS;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);52.60227449;EVS505
Madhya Pradesh;Grade 5;EVS;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;54.43482032;EVS506
Madhya Pradesh;Grade 5;EVS;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;53.38299749;EVS507
Madhya Pradesh;Grade 5;EVS;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;57.0718231;EVS508
Madhya Pradesh;Grade 5;EVS;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;59.8871649;EVS509
Madhya Pradesh;Grade 5;EVS;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;45.88040354;EVS510
Madhya Pradesh;Grade 5;EVS;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;58.84657245;EVS512
Madhya Pradesh;Grade 5;EVS;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;40.46613691;EVS513
Madhya Pradesh;Grade 8;Language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;55.31940825;L813
Madhya Pradesh;Grade 8;Mathematics;49.36112431;Solves problems involving large numbers by applying appropriate operations;53.90160296;M601
Madhya Pradesh;Grade 8;Mathematics;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;51.79999277;M606
Madhya Pradesh;Grade 8;Mathematics;28.73591711;Finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.;33.23879952;M620
Madhya Pradesh;Grade 8;Mathematics;40.79030337;Arranges given/collected information in the form of table, pictograph and bar graph and interprets them;43.92397621;M621
Madhya Pradesh;Grade 8;Mathematics;34.17930695;Interprets the division and multiplication of fractions;37.30432437;M702
Madhya Pradesh;Grade 8;Mathematics;22.99285869;Solves problems related to daily life situations involving rational numbers;26.38517354;M705
Madhya Pradesh;Grade 8;Mathematics;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;33.66882053;M706
Madhya Pradesh;Grade 8;Mathematics;37.85720974;Adds/subtracts algebraic expressions;43.44944942;M707
Madhya Pradesh;Grade 8;Mathematics;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;38.50759485;M710
Madhya Pradesh;Grade 8;Mathematics;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;35.70925557;M717
Madhya Pradesh;Grade 8;Mathematics;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;48.31736818;M719
Madhya Pradesh;Grade 8;Mathematics;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;40.69246291;M721
Madhya Pradesh;Grade 8;Mathematics;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;36.03913007;M801
Madhya Pradesh;Grade 8;Mathematics;39.69694416;Finds rational numbers between two given rational numbers;48.50924876;M802
Madhya Pradesh;Grade 8;Mathematics;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;47.45912156;M803
Madhya Pradesh;Grade 8;Mathematics;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;42.37964714;M804
Madhya Pradesh;Grade 8;Mathematics;42.22910329;uses various algebric identities in solving problem of daily life.;46.75208693;M808
Madhya Pradesh;Grade 8;Mathematics;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;41.2904506;M812
Madhya Pradesh;Grade 8;Mathematics;30.49771775;Find surface area and volume of cuboidal and cylindrical object;37.66951223;M818
Madhya Pradesh;Grade 8;Mathematics;29.72837381;Draws and interprets bar charts and pie charts;33.46183636;M819
Madhya Pradesh;Grade 8;Science;38.6624294;Classifies materials and organisms based on properties/characteristics;41.38301637;SCI703
Madhya Pradesh;Grade 8;Science;37.07110679;Conducts simple investigation to seek answers to queries;39.18880615;SCI704
Madhya Pradesh;Grade 8;Science;44.69084783;Relates processes and phenomenon with causes;45.87603139;SCI705
Madhya Pradesh;Grade 8;Science;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";46.70830834;SCI708
Madhya Pradesh;Grade 8;Science;35.44045265;Plots and interprets graphs;36.35557017;SCI710
Madhya Pradesh;Grade 8;Science;26.33601219;Constructs models using materials from surroundings and explains their working;25.99491783;SCI711
Madhya Pradesh;Grade 8;Science;46.11448868;Differentiates materials, organism and processes;48.14047596;SCI801
Madhya Pradesh;Grade 8;Science;33.95429397;Relates processes and phenomenon with causes;35.97796286;SCI804
Madhya Pradesh;Grade 8;Science;35.64002396;Explains processes and phenomenon;35.96125916;SCI805
Madhya Pradesh;Grade 8;Science;33.72744696;Measures angles of incidence and reflection, etc.;36.0360041;SCI807
Madhya Pradesh;Grade 8;Science;44.6740778;Applies learning of scientific concepts in day-to-day life;49.34219236;SCI811
Madhya Pradesh;Grade 8;Science;43.70258064;Makes efforts to protect environment;44.41383951;SCI813
Madhya Pradesh;Grade 8;Social Studies;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;42.95303132;SST605
Madhya Pradesh;Grade 8;Social Studies;26.31341968;Locates important historical sites, places on an outline map of India.;29.01596933;SST610
Madhya Pradesh;Grade 8;Social Studies;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;37.06881113;SST625
Madhya Pradesh;Grade 8;Social Studies;46.21675658;Explains preventive actions to be undertaken in the event of disasters;55.85797952;SST703
Madhya Pradesh;Grade 8;Social Studies;43.90557534;Describes formation of landforms due to various factors;43.94878343;SST704
Madhya Pradesh;Grade 8;Social Studies;39.38328158;Explains the significance of equality in democracy;41.910778;SST722
Madhya Pradesh;Grade 8;Social Studies;41.68680835;Describes the process of election to the legislative assembly;48.79295028;SST726
Madhya Pradesh;Grade 8;Social Studies;56.08979533;Explains the functioning of media with appropriate examples from newspapers;59.85262644;SST731
Madhya Pradesh;Grade 8;Social Studies;38.287391;Differentiates between different kinds of markets;41.99290384;SST733
Madhya Pradesh;Grade 8;Social Studies;40.68413325;Traces how goods travel through various market places;45.51836253;SST734
Madhya Pradesh;Grade 8;Social Studies;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;41.11569313;SST802
Madhya Pradesh;Grade 8;Social Studies;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;29.03185781;SST805
Madhya Pradesh;Grade 8;Social Studies;37.39117524;Justifies judicious use of natural resources;40.65502882;SST807
Madhya Pradesh;Grade 8;Social Studies;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;36.44462578;SST809
Madhya Pradesh;Grade 8;Social Studies;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;30.83672362;SST810
Madhya Pradesh;Grade 8;Social Studies;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;30.48577317;SST815
Madhya Pradesh;Grade 8;Social Studies;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;26.58646801;SST816
Madhya Pradesh;Grade 8;Social Studies;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;45.78966934;SST818
